Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,Target,Predict Target
301.8891468870666,310.58191147844434,1330,67.86198832052872,84,0,1,0,1,1
301.6615033009809,310.5192102589055,2672,11.757681564188598,122,0,0,0,1,1
303.5134615372297,312.28814102215085,1247,56.74198717106968,219,0,1,0,1,1
302.5650563715016,310.86022548600613,1331,51.0111103663944,110,0,0,0,1,1
299.3,309.3,1523,37.9,204,0,0,1,0,0
299.0,310.0,1672,33.2,144,0,1,0,0,0
298.3,308.8,1391,50.4,13,0,0,1,0,0
302.8,312.3,1504,40.3,204,0,1,0,0,0
300.26525219973144,311.51169255168844,1372,59.79872697975828,212,0,1,0,1,1
296.3,307.2,1454,42.5,35,0,0,1,0,0
303.9,313.2,1393,46.5,9,0,1,0,0,0
302.4975588602739,310.83143466910195,1334,53.00162742648405,163,0,1,0,1,1
301.0,309.7,1491,42.9,165,0,1,0,0,0
297.7,307.4,1432,40.2,132,1,0,0,0,0
302.2,311.5,1543,38.5,37,0,1,0,0,0
298.7,309.0,1691,30.1,154,0,1,0,0,0
296.2,307.0,1516,37.6,25,0,0,1,0,0
302.3274213752831,310.85429770786146,1359,45.2065405124568,67,0,0,0,1,1
301.7144172106521,311.0174313249811,1382,55.021098800303,61,0,0,1,1,1
297.8,307.2,1880,23.0,176,0,1,0,0,0
298.80027224972645,310.0582314667669,1375,54.16829925670133,215,0,1,0,1,1
303.454932869448,311.954932869448,1366,54.22959721668754,29,0,1,0,1,1
300.42664924265097,309.8449869319882,1397,45.53324621325476,211,0,0,0,1,1
302.8,312.5,1694,28.4,66,0,1,0,0,0
301.98048848860424,310.5006106107553,1373,53.59206206018088,126,0,0,0,1,1
303.7703014024887,312.91090420746616,1365,59.23178155599621,204,0,1,0,1,1
299.8050025091553,310.2485301497516,1495,42.01763820298118,211,0,1,0,1,1
299.3129802161781,308.69502892236886,1510,31.718051752373004,208,0,1,0,1,1
301.5,310.7,1394,46.7,130,1,0,0,0,0
301.2,311.2,1635,29.6,211,0,1,0,0,0
298.5,308.0,1519,37.3,29,0,0,1,0,0
301.6,310.6,1599,36.1,208,0,0,1,0,0
299.7765899576279,309.65779768096803,1402,50.68760155278776,204,0,1,0,1,1
301.68959598674303,310.99297026131285,1440,44.281441489865934,208,0,1,0,1,1
300.072042103207,310.227957896793,1953,21.79804785343224,204,0,0,0,1,1
296.6763979307598,307.7316129368661,1385,62.123494435830885,100,0,0,0,1,1
300.4,311.7,1373,47.2,3,0,1,0,0,0
303.3683490631317,312.13318135550026,1336,69.0166719868173,52,0,1,0,1,1
302.8061238466507,311.4431721897313,1299,64.28830363872841,59,0,1,0,1,1
302.43069841179954,310.80186111032464,1334,53.315349205899786,160,0,0,0,1,1
301.8421583984654,310.1726475195396,1361,56.13902175785157,69,0,1,0,1,1
297.5,309.4,1482,39.3,112,0,0,1,0,0
302.32611005080025,311.29555979679907,1334,66.93499045720203,202,0,1,0,1,1
297.2400245273256,308.2800183954942,1366,51.35988349520321,217,0,1,0,1,1
298.9575416884084,309.0756758468132,1556,37.11682668058136,209,0,0,0,1,1
298.9,310.2,2099,20.0,98,0,0,1,0,0
299.6795706132907,309.2612881601278,1687,28.82236833050482,180,0,0,0,1,1
301.2,310.6,1389,45.3,64,0,1,0,0,0
302.7,310.7,1597,41.9,15,0,1,0,0,0
303.1805745645439,311.44076608605855,1338,54.491108247848686,181,0,1,0,1,1
298.8,310.0,1487,41.4,152,0,1,0,0,0
302.2,311.5,1427,43.8,88,0,1,0,0,0
298.8,308.9,1455,41.3,208,0,1,0,1,1
297.8708535628839,308.0869968675234,1365,53.04528974175562,217,0,1,0,1,1
298.7471266320723,309.2511995403997,1372,56.58618188781823,204,0,1,0,1,1
299.7962046365741,309.7880454747942,1391,46.58804547479424,208,0,0,0,1,1
298.4833670570177,309.2727419885168,1325,60.6863102916265,203,0,0,1,1,1
298.24447867371566,308.6259715649543,1404,55.656714058409584,218,0,1,0,1,1
297.44857854141225,308.079285121549,1427,47.31778897813272,207,0,0,0,1,1
300.9,312.0,1447,41.4,193,0,0,1,0,0
298.7,310.1,1786,27.7,114,0,1,0,0,0
297.7,307.6,1844,21.9,61,0,1,0,0,0
303.3591010431488,311.6129271942306,1333,52.3052748920671,65,0,0,0,1,1
300.7,309.7,1523,38.2,73,0,0,1,0,0
300.74232183047127,309.6266076845482,1416,51.74232183047125,232,0,0,0,1,1
298.1,307.6,1764,27.7,23,0,0,1,0,0
302.0,310.6,1583,38.9,94,0,1,0,0,0
301.9257328757272,310.2,1331,56.13713407297537,48,0,1,0,1,1
302.5,311.0,1463,43.1,181,0,0,1,0,0
300.9,310.5,1894,21.9,188,0,1,0,0,0
300.6351030671306,311.08806215458713,1464,53.888569632521424,202,0,0,0,1,1
297.99708789642284,309.05155738866284,2270,15.867358839405703,203,0,1,0,1,1
302.00779321790617,310.8844135641877,1377,52.57006118238239,211,0,0,0,1,1
297.59971885048793,308.8331459003253,1328,49.27225879225718,206,0,1,0,1,1
300.53921380499224,311.51367158080706,2569,12.559353216890845,56,0,1,0,1,1
295.7141209001329,306.2175293932684,2270,14.60779084145264,149,0,1,0,1,1
302.33673849810646,310.67956901136125,1377,49.55538735798445,165,0,0,0,1,1
298.0,308.2,1514,37.9,9,0,1,0,0,0
297.0172497546358,307.87215369516053,1399,57.17666330110807,201,0,1,0,1,1
301.9096139084708,310.8975965228823,1417,47.69038609152924,20,0,0,0,1,1
301.9719691360378,311.0814529037387,1453,59.37544970246675,152,0,1,0,1,1
298.9,310.6,1679,35.8,14,0,0,1,0,0
302.28898938823863,310.772292571767,1336,54.92202122352271,202,0,0,0,1,1
299.3,309.2,1586,37.9,129,0,0,1,0,0
303.6065191042689,311.8198735179448,1331,52.499683794862015,66,0,0,0,1,1
299.74414328765965,310.38852974272965,1318,54.705735128635176,230,0,1,0,1,1
301.5348579683028,310.0532070829357,1336,56.766088909679226,112,0,0,1,1,1
298.4605649695568,308.7642259878227,1455,45.44110737140707,207,0,0,0,1,1
301.30089167520885,311.1171974619111,1702,29.79184710664887,217,0,0,1,1,1
299.6531406217871,308.9081934362791,1287,62.83858813258243,149,0,0,0,1,1
298.631351260358,309.91810798299224,1717,27.21324327736576,180,0,1,0,1,0
299.6,310.2,1469,47.0,15,0,1,0,0,0
301.41356862730214,311.1918588236187,1562,37.08670326738859,212,0,0,0,1,1
299.7254378843876,310.7338992183476,1732,27.576286711909,223,0,0,0,1,1
300.29353102711906,310.24779555992774,1340,59.04573546719133,202,0,1,0,1,1
298.9,308.2,1510,43.5,46,0,1,0,0,0
302.4,310.3,1374,51.2,163,0,1,0,1,1
301.3,310.0,1665,31.4,0,0,1,0,0,0
298.6116015049177,308.1958638030912,2880,3.978058002810096,71,0,1,0,1,1
303.1591784083047,311.71183568166094,1224,67.41715022837349,165,0,0,0,1,1
300.6,309.3,1601,40.2,69,0,1,0,0,0
300.3,311.1,1480,46.6,185,0,1,0,0,0
302.4,311.1,1448,44.8,195,0,1,0,0,0
297.964545760474,309.11155883489505,1855,25.76454576047396,202,0,1,0,1,0
299.0,308.9,1622,31.9,42,0,1,0,0,0
301.2,311.0,1596,37.2,219,0,1,0,0,0
303.0068961367628,311.2114935612713,1361,47.68045492889918,106,0,0,0,1,1
299.2952781555626,309.098111262225,1297,64.5784540940813,209,0,1,0,1,1
301.785788061726,310.2040974417984,1302,57.703199354797874,18,0,0,0,1,1
297.4,308.5,1477,40.7,74,0,1,0,0,0
302.6,311.0,1591,33.9,119,0,0,1,0,0
299.9,309.5,1779,26.1,169,0,1,0,0,0
301.9341678624445,310.945557149926,1562,38.80638211281433,213,0,1,0,1,1
300.5,309.7,1589,30.5,198,0,1,0,0,0
297.9,307.8,1397,45.0,104,0,1,0,0,0
297.0836289822676,308.1426343831168,1362,52.422930153596575,213,0,0,0,1,1
303.539946548115,311.8942169904336,1362,50.83967928868979,93,0,1,0,1,1
301.1137364592194,309.5568682296097,1342,62.4,111,0,0,0,1,1
298.8,308.6,1535,41.2,40,0,1,0,0,0
300.7601472757651,310.4739852724235,2634,12.147970544846975,18,0,0,0,1,1
301.7,311.0,1503,44.8,134,0,1,0,0,0
300.442279118026,311.6945966503084,1523,38.70174131843715,213,0,1,0,1,1
302.4526676289188,310.8035568385584,1284,68.03274052690693,113,0,0,0,1,1
297.1,308.2,1402,51.2,186,0,1,0,0,0
301.9314865707953,310.1795940044327,1375,55.16352278748571,149,0,0,0,1,1
296.9,307.5,1332,51.1,121,0,0,1,0,0
300.4,309.4,1875,23.9,155,0,0,1,0,0
298.08958503351914,309.1206039298568,2166,15.219522045727192,103,0,1,0,1,1
297.4,308.3,1465,42.0,13,0,1,0,0,0
300.7,310.8,1724,30.0,76,0,0,1,0,0
300.1914076555098,311.5254570175506,1373,57.988939553467176,213,0,1,0,1,1
297.4,308.5,1465,55.9,153,0,0,1,0,0
297.84363776246784,308.4123025443964,1615,34.65972730217148,219,0,1,0,1,1
298.8,309.8,1363,44.0,25,0,1,0,0,0
299.2370200568926,309.1049283665207,2676,11.016867239606077,96,0,0,0,1,1
295.6,306.1,1490,42.7,171,0,0,1,0,0
302.4,310.2,1435,44.9,127,1,0,0,0,0
300.8139113227684,310.7784341516817,1436,48.23617603525239,79,0,0,0,1,1
297.80267770772286,308.4648535035104,1356,53.521589809829045,208,0,1,0,1,1
300.40141885849994,309.9621599455322,1394,46.90610929308056,209,0,0,0,1,1
297.9,309.1,1504,43.0,4,0,1,0,0,0
302.3,310.9,1360,44.0,67,0,0,1,1,1
301.67129764342513,310.9308397304634,1316,57.54870302667561,11,0,1,0,1,1
300.0,309.9,1651,28.1,114,0,0,1,0,0
301.7995340627526,311.16800416141024,2751,8.28376911208144,22,0,0,0,1,1
298.8,310.2,1504,41.0,51,0,1,0,0,0
302.5,310.8,1577,36.9,158,0,1,0,0,0
301.9664585423967,310.06614635599186,1374,48.21755119481382,177,0,1,0,1,1
302.6783598203343,310.5639330338906,1375,51.40523838300889,111,0,0,1,1,1
298.45846820775364,308.53387283101466,1433,59.80048411853111,22,0,0,0,1,1
302.64832555997646,311.04832555997643,1290,64.4722341217194,119,0,0,0,1,1
298.5,308.1,1564,31.1,34,0,1,0,0,0
303.2,311.2,1363,46.7,29,0,1,0,1,1
298.07007751534,308.89854501652,1373,56.4153249882,202,0,1,0,1,1
298.4,308.9,1706,29.5,107,0,1,0,0,0
300.0,311.3,1493,41.4,28,0,1,0,0,0
299.44780807218183,310.91683206315906,1723,27.61952018045456,222,0,0,0,1,1
301.25670674707965,310.6701472389749,1368,63.62835337353983,92,0,0,0,1,1
302.4,310.1,1597,28.9,179,1,0,0,0,0
300.7,311.3,1348,53.0,35,0,0,1,0,0
300.833657286985,310.2514577914324,1403,60.66148340824064,189,0,1,0,1,1
302.45797377710835,311.0865693762856,1338,57.600951772994506,187,0,1,0,1,1
302.8,312.3,1494,37.5,198,0,1,0,0,0
302.90323969065827,311.28293740800723,1361,48.48466568541036,107,0,0,0,1,1
299.5,309.0,1399,49.7,207,0,0,1,0,0
303.2,311.4306239630071,1345,53.27430137350564,6,0,0,0,1,1
298.9700977309865,310.3903987481305,1330,69.97640344264116,26,0,1,0,1,1
301.427899869613,310.0588585712325,2829,5.646027532253642,205,0,1,0,1,1
300.42261608899963,310.3267848266999,1377,56.83809287119969,203,0,1,0,1,1
301.7290330838909,311.4118632557901,2643,11.882830171899112,20,0,0,0,1,1
300.2045531880451,311.6045531880451,1373,48.33318168502616,222,0,0,0,1,1
298.2843694147853,309.30163238339765,1287,61.92931574215308,211,0,1,0,1,1
297.7,307.6,1538,38.3,63,1,0,0,0,0
297.1,308.1,1487,34.6,208,0,1,0,0,0
302.1573198930992,310.1382132620662,1378,48.77319893099228,165,0,0,0,1,1
302.6,312.2,1458,38.8,34,0,0,1,0,0
300.5,311.9,1676,35.2,97,0,0,1,0,0
302.10541322215346,311.2174963528684,2687,12.015418084995618,30,0,0,0,1,1
301.3,311.0,1580,36.6,184,1,0,0,0,0
301.0596622211875,310.6708169694148,1574,38.15966222118749,223,0,1,0,1,1
301.6926638055626,310.77706552222503,1378,54.39081201663716,209,0,1,0,1,1
299.0806563383675,310.0958477703913,1269,64.8072105619383,193,0,1,0,1,1
298.51020804059954,309.0311673578622,1457,59.49914932995004,193,0,0,0,1,1
303.3,311.6,1337,56.8,187,0,1,0,1,1
302.6,310.4,1451,43.1,35,0,0,1,0,0
299.4313342211936,309.19113166289446,1345,60.30743283676239,190,0,1,0,1,1
300.1339069253406,309.5254301940055,1673,29.00847673133516,160,0,0,0,1,1
298.0339620870081,308.72704423182387,1414,63.45912005780766,7,0,1,0,1,1
299.9,311.2,1495,35.8,175,1,0,0,0,0
300.7253965136236,310.5176789115847,1577,37.85369438776637,226,0,0,0,1,1
301.24871652800755,310.9666656683296,1362,60.86410171935583,204,0,1,0,1,1
297.86589315962453,307.4397913137713,1604,36.06020868622868,224,0,0,0,1,1
300.5,310.6,1499,45.2,8,0,1,0,0,0
300.2988509018664,309.89974464485914,1393,46.69974464485919,209,0,0,0,1,1
299.00912378937124,309.10392741844885,1409,65.29987943897198,190,0,1,0,1,1
297.7,308.5,1720,29.9,210,1,0,0,0,0
301.9,310.9,1597,36.9,50,0,1,0,0,0
297.1799727231667,308.18180578325763,1360,52.72905619312129,212,0,1,0,1,1
297.8883232278142,308.95567815578863,1369,50.14535423617293,220,0,0,0,1,1
301.2,310.9,1598,35.9,71,1,0,0,0,0
297.0,307.9,1569,33.3,141,0,0,1,0,0
301.3,311.0,1418,41.9,208,0,1,0,0,0
302.4061252013376,310.2061252013376,1330,46.29627617389052,53,0,1,0,1,1
301.234908180976,311.2435078072885,1244,70.27807620444706,148,0,1,0,1,1
301.1,311.2,1774,29.6,186,0,1,0,0,0
299.2,308.5,1474,47.2,132,0,0,1,0,0
301.21153958502174,310.0356343763408,1376,53.87793645123213,32,0,0,0,1,1
298.01305556698225,308.6504115310979,1294,69.26884259449703,150,0,1,0,1,1
297.0,308.1,1362,52.5,213,0,1,0,1,1
298.2,309.2,1332,60.2,147,0,0,1,0,0
302.6995992825215,311.2521543334722,1238,56.86317597223243,222,0,0,0,1,1
300.02747201237344,309.3629367351467,1263,69.09137550990219,117,0,1,0,1,1
303.1,311.4,1831,23.3,161,0,0,1,0,0
298.1,308.8,1434,41.8,93,0,0,1,0,0
301.5,310.4,1488,41.1,151,0,1,0,0,0
298.0,308.2734351889628,1362,55.76397236954715,216,0,1,0,1,1
298.8,308.6,1511,36.1,157,0,1,0,0,0
298.1074933760435,308.5974012860665,1544,36.1417434083142,206,0,0,0,1,1
302.57884564448926,310.7519195114246,1330,51.70383902284929,152,0,1,0,1,1
303.3868850930207,311.8508195651145,1309,54.27459115001668,84,0,0,0,1,1
298.9334846478717,308.7449358125611,1258,69.34361302274951,117,0,0,0,1,1
302.3,311.8,1605,35.2,152,0,1,0,0,0
302.0752000762185,311.83538466424267,1266,68.90172324499474,230,0,0,0,1,1
298.3,309.0,1802,27.5,71,0,0,1,0,0
303.4878303254644,311.9675475345717,1365,54.18358846207412,29,0,1,0,1,1
298.90908467799375,308.599995104138,1288,62.29998041655188,214,0,1,0,1,1
297.8,309.2,1372,47.3,15,0,1,0,0,0
303.39307146583,311.8949960586549,1298,63.90731345273503,59,0,0,0,1,1
300.1,310.1,1380,52.6,59,0,1,0,0,0
301.9311026735372,310.0933080206117,1447,45.44566963726359,235,0,1,0,1,1
300.1,309.6,1625,38.0,46,0,0,1,0,0
302.4777722563454,310.80832919225907,1331,52.36668323096376,155,0,1,0,1,1
301.9,309.6,1385,45.8,217,0,0,1,0,0
300.8,310.9,1522,46.2,56,0,0,1,0,0
297.8,308.4,1714,33.2,177,0,1,0,0,0
301.50622048570574,310.7177034142843,1599,32.66219806434923,231,0,1,0,1,1
298.9,309.9,1645,31.4,86,0,0,1,0,0
304.1,313.3,1452,43.9,182,0,1,0,0,0
302.3,310.9,1596,33.5,104,0,1,0,0,0
303.0255412351731,311.22554123517307,1339,51.40865976276912,173,0,1,0,1,1
303.5,313.0,1492,46.1,89,0,0,1,0,0
298.29070823574966,308.10619450950026,1411,52.42079293525423,218,0,1,0,1,1
298.6,309.7,1429,45.8,113,0,1,0,0,0
300.4,311.5,1704,29.7,103,0,1,0,0,0
300.8225042028721,309.7297453139988,1450,41.09256367150029,209,0,1,0,1,1
301.7791842236142,311.06300155645624,1333,66.14854800147388,205,0,0,0,1,1
301.5326272029765,309.9918188328299,1260,62.99201376423751,20,0,0,0,1,1
302.8124314394427,311.6146095563007,1296,64.85689737005042,59,0,1,0,1,1
301.66582134171443,310.11974640251435,1361,55.89214987840016,69,0,1,0,1,1
298.4,308.5,1741,32.8,112,0,1,0,0,0
301.9168918792813,310.89577703017966,1417,47.68310812071866,20,0,0,0,1,1
298.1,307.7,1664,27.6,145,0,1,0,0,0
300.7,310.8,1814,21.4,59,0,1,0,0,0
300.6,309.4,1552,36.4,113,0,1,0,0,0
300.36038622748526,310.0848642717353,2565,12.760386227485291,78,0,0,0,1,1
301.1,310.7,1376,49.1,0,0,1,0,0,0
302.3545586160885,310.4635310712919,1358,49.7832133053818,63,0,0,1,1,1
299.1431033418914,309.66494258783814,1290,62.76436743783605,214,0,1,0,1,1
296.97183259411315,308.1433823723472,2856,4.799434368241516,158,0,1,0,1,1
302.35747924682835,310.2659833974627,1377,53.8067592632092,166,0,0,0,1,1
297.6,308.6,1526,42.1,57,0,1,0,0,0
300.8,310.7,1633,27.8,0,0,1,0,0,0
299.8,310.6,1574,31.8,113,0,0,1,0,0
301.7839904307085,310.95800478464577,1441,44.01443253559104,208,0,1,0,1,1
300.5715247969736,309.7680029249839,1364,49.701274033032846,214,0,0,0,1,1
300.6,311.3,1531,38.5,0,0,1,0,0,0
299.2525954713533,308.5525954713533,1381,52.08305508330479,218,0,1,0,1,1
299.5769821898712,308.87925323215103,1287,63.01832203190399,149,0,0,0,1,1
302.78212910721896,310.8075198215385,1350,51.65175535621272,188,0,0,0,1,1
